anime;anime_img;episodes;rate
Slow Start;https://img1.ak.crunchyroll.com/i/spire3/16ab7fe3bf03bbd09f05321509cf5ac21515190148_full.jpg;12;414
Hell Girl: Fourth Twilight;https://img1.ak.crunchyroll.com/i/spire4/7e087e095c437dd1e69f964ed21d57db1500005005_full.jpg;12;395
Astro Boy Motion Magazine;https://img1.ak.crunchyroll.com/i/spire2/d77c8def735f5f1800d7fca70159f8251279150010_full.jpg;0;373
Merc StoriA: The Apathetic Boy and the Girl in a Bottle;https://img1.ak.crunchyroll.com/i/spire1/b5c7374c04b114f58821a9a19d3f12421539265653_full.jpg;12;373
Fantasista Doll;https://img1.ak.crunchyroll.com/i/spire1/f3471e68ea348e5a5a13c1a946ad98e01372783377_full.jpg;0;364
Takamiya Nasuno Desu!;https://img1.ak.crunchyroll.com/i/spire4/54fe99a9855144e99dd135864a3ccae21428339406_full.jpg;12;35
Aooni The Blue Monster;https://img1.ak.crunchyroll.com/i/spire4/d932c6dd485a3b08fc1d8672a53ef23b1475183881_full.jpg;14;318
Maerchen Maedchen;https://img1.ak.crunchyroll.com/i/spire4/ac12e55f9dab75f7e45136fe32eb72311515677911_full.jpg;12;309
JK-Meshi!;https://img1.ak.crunchyroll.com/i/spire2/8a323f73c3923acc4f2a22d37a4267ae1444093208_full.jpg;26;236
The Tatami Galaxy;https://img1.ak.crunchyroll.com/i/spire4/3cbbb4c58073527fb8618713319465221504916823_full.jpg;0;495
Tonkatsu DJ Agetaro;https://img1.ak.crunchyroll.com/i/spire2/5644080ee95b223b3f2a7f61ed0d2ba51460281973_full.jpg;12;462
Anime-Gataris;https://img1.ak.crunchyroll.com/i/spire4/1a25b31dd88fef36446a90a2ae0534991507464677_full.jpg;12;414
Riddle Story of Devil;https://img1.ak.crunchyroll.com/i/spire3/4f3ca7effd1795fdf7419bf82e9e76b91397149471_full.jpg;0;41
Phoenix Motion Magazine;https://img1.ak.crunchyroll.com/i/spire4/7750c9414b5ffe88e9906254872674731279150018_full.jpg;0;386
Gonna Be the Twin-Tail!!;https://img1.ak.crunchyroll.com/i/spire2/2190798cb3167ae7a94092885d7aebab1412787421_full.jpg;0;362
Tokyo ESP;https://img1.ak.crunchyroll.com/i/spire2/51933f58f90e83a47c8de7666134a15f1405032732_full.jpg;0;286
Lord of Vermilion: The Crimson King;https://img1.ak.crunchyroll.com/i/spire1/34ac3d28db872f8af260b8406fdd93e01531500445_full.jpg;12;257
The Twelve Kingdoms;https://img1.ak.crunchyroll.com/i/spire3/8e8d76a69568dd4bf7a8b57089b244881557254163_full.jpg;0;485
Gurazeni: Money Pitch;https://img1.ak.crunchyroll.com/i/spire4/2b2b1b0007f5de0264317a9afcb6ddba1522955283_full.jpg;24;475
Genshiken;https://img1.ak.crunchyroll.com/i/spire1/326cfb405a1f3285b92172ba39dacecd1373051662_full.jpg;13;45
Ooya-san wa Shishunki!;https://img1.ak.crunchyroll.com/i/spire3/9d7decb0e75cb64ccf45c2949195598e1452194474_full.jpg;12;445
Girlish number;https://img1.ak.crunchyroll.com/i/spire2/826b47afb1bb53a9faf4d57321c7c35e1476262102_full.jpg;12;42
Future Card Buddyfight;https://img1.ak.crunchyroll.com/i/spire4/090e88123e52445c9a448513765058171528130169_full.jpg;0;42
Rowdy Sumo Wrestler Matsutaro;https://img1.ak.crunchyroll.com/i/spire4/54f3322782c3fc6232d73494e9e187311396726961_full.jpg;23;38
Sekko Boys;https://img1.ak.crunchyroll.com/i/spire2/8daff5155c710018730b35407b4fd8361452264828_full.jpg;12;365
elDLIVE;https://img1.ak.crunchyroll.com/i/spire2/879b1e0acbe28be5e028bcb38cde73751483868718_full.jpg;12;335
Lostorage incited WIXOSS;https://img1.ak.crunchyroll.com/i/spire1/1814a749cb1e3d4aaac27a7c4fbeab8c1525386214_full.jpg;24;33
Military!;https://img1.ak.crunchyroll.com/i/spire4/ed4dce19ca2ba9d41119f50240c557c71420578229_full.jpg;12;32
Last Period: the journey to the end of the despair;https://img1.ak.crunchyroll.com/i/spire4/7df141756f34e93887e8f103458e8ebd1523306370_full.jpg;12;315
Mahou Shoujo? Naria Girls;https://img1.ak.crunchyroll.com/i/spire3/802d1ecb13901df8b70d5f8f7ac4a1681468361048_full.jpg;12;255
Schoolgirl Strikers;https://img1.ak.crunchyroll.com/i/spire3/234634f92d5388850e4b9328bc90b7541483654581_full.jpg;13;25
FOREST FAIRY FIVE;https://img1.ak.crunchyroll.com/i/spire3/532b88c174fa1767dca7f598e6873aca1483701646_full.jpg;25;22
Hero;https://img1.ak.crunchyroll.com/i/spire4/05f93112d13621e19dcac04f2fe2dabf1413506134_full.jpg;0;484
My Bride is a Mermaid;https://img1.ak.crunchyroll.com/i/spire3/e1473118d07ceefff832277a81752a601413929883_full.jpg;26;479
KAGEWANI;https://img1.ak.crunchyroll.com/i/spire3/eab753d7042ac8548c9b08a2cf0fa2961533925412_full.jpg;26;447
Gifu Dodo!! Kanetsugu and Keiji;https://img1.ak.crunchyroll.com/i/spire4/5eb3cfe7e591ae8e75576309adf309ef1372696861_full.jpg;25;421
VOICE OF FOX;https://img1.ak.crunchyroll.com/i/spire3/f7cdf17182ad1deb81b07a2aa09ffcc51539392387_full.jpg;12;411
Starlight Promises;https://img1.ak.crunchyroll.com/i/spire4/1f6073f87653b5f5bde8e2979902442c1533259324_full.jpg;1;411
DearS;https://img1.ak.crunchyroll.com/i/spire1/3ca54ee15c407636e98d13f707790fee1442437082_full.jpg;0;363
Mahou Shoujo Nante Mouiidesukara;https://img1.ak.crunchyroll.com/i/spire2/7a9cceeb11bac434f192a5d3fec9002d1452527544_full.jpg;24;337
Hakone-chan;https://img1.ak.crunchyroll.com/i/spire4/60b559ca2c66389922db79106804fd901444168030_full.jpg;13;30
LUPIN THE 3rd PART4;https://img1.ak.crunchyroll.com/i/spire1/ee2d3bb6a90a2c471c18a7eed18ff0691451338768_full.jpg;26;489
Muhyo & Roji's Bureau of Supernatural Investigation;https://img1.ak.crunchyroll.com/i/spire3/8522d0abbd4217fc6b4628b1488577561533274977_full.jpg;12;406
Magic-Kyun! Renaissance;https://img1.ak.crunchyroll.com/i/spire4/215e97cf8b80fdb418aa951d66115b831475395441_full.jpg;13;40
Wakaba?Girl;https://img1.ak.crunchyroll.com/i/spire1/bdf6b01f9886f309457610afd57b68a11435989267_full.jpg;13;40
A Town Where You Live;https://img1.ak.crunchyroll.com/i/spire2/31dc1c0b6e378e5669749abbf4a71aec1487126000_full.jpg;0;394
Libra of Nil Admirari;https://img1.ak.crunchyroll.com/i/spire3/5593023cde14f81a84ae8e8ca6964a051523145238_full.jpg;12;394
Samurai Warriors;https://img1.ak.crunchyroll.com/i/spire2/3df5cccdd49f9766b9333a3e2cbd2fd11420502310_full.jpg;13;378
FLCL;https://img1.ak.crunchyroll.com/i/spire1/53cad05568080e3cb31eb079173066fb1558734837_full.jpg;12;367
Monster Hunter Stories Ride On;https://img1.ak.crunchyroll.com/i/spire2/000e2f0af2df80a64a47657d308bbedf1475375144_full.jpg;0;317
Fight League: Gear Gadget Generators;https://img1.ak.crunchyroll.com/i/spire1/8804d553f85126fbea78c35d6074e7e31550092881_full.jpg;26;311
HIMOTE HOUSE: A share house of super psychic girls;https://img1.ak.crunchyroll.com/i/spire2/a8e0b8b7ea9561c724d8a3071507defd1538904451_full.jpg;12;267
The Irresponsible Galaxy Tylor;https://img1.ak.crunchyroll.com/i/spire3/e2f61fbb70a8cf068d7d4f70bde1e7551499847860_full.jpg;12;144
LUPIN THE 3rd PART 5;https://img1.ak.crunchyroll.com/i/spire2/b2fe1fea206c6135c99c90b58f4cb9ee1532543336_full.jpg;24;488
The Case Files of Jeweler Richard;https://img1.ak.crunchyroll.com/i/spire4/8aca9dd7b5ddc46d0bd367264edc42361578547124_full.jpg;11;476
Champion Joe 2;https://img1.ak.crunchyroll.com/i/spire1/e22351e4714b72114c4bec1c22d275851529097161_full.jpg;47;476
Please Teacher!;https://img1.ak.crunchyroll.com/i/spire4/82ba7d431322fb674dc41cba1b94ac3a1480447911_full.jpg;0;441
Samurai Jam-Bakumatsu Rock;https://img1.ak.crunchyroll.com/i/spire1/318890c82641999a0b2459972413e5e11404161454_full.jpg;12;429
Gangsta.;https://img1.ak.crunchyroll.com/i/spire1/0bda0d44d3660d00eb04b016523a75c91436098942_full.jpg;0;429
DD Fist of the North Star;https://img1.ak.crunchyroll.com/i/spire1/cb9b38fa79ded7552a82b637ae4713171444266763_full.jpg;25;424
Blue Submarine No. 6;https://img1.ak.crunchyroll.com/i/spire2/be93d2ce509809e6a8404a8a43b6948a1433881746_full.jpg;0;347
Mangirl!;https://img1.ak.crunchyroll.com/i/spire3/e64024a2ef4eb6c8bc4ce942b0544c571356627125_full.jpg;13;335
RWBY VOLUME 1-3: The Beginning;https://img1.ak.crunchyroll.com/i/spire1/574add456582b87294130b10e2f1f72a1499433991_full.jpg;13;335
Majin Bone;https://img1.ak.crunchyroll.com/i/spire2/0ba77ad51b68432952911659d1ab14ae1396374474_full.jpg;52;329
Pikotaro no LULLABY LA LA BY;https://img1.ak.crunchyroll.com/i/spire3/8377c11c273d2736835c15ebfe69d79c1501721214_full.jpg;12;475
ENDRO!;https://img1.ak.crunchyroll.com/i/spire3/ff283b0a2bb6e9372bbafa3704b25b101547258581_full.jpg;12;475
MOBILE SUIT GUNDAM THE ORIGIN Advent of the Red Comet;https://img1.ak.crunchyroll.com/i/spire3/27a0fa24ce5ac917e489cc5f5284ea911561665891_full.jpg;13;469
MAJOR 2nd;https://img1.ak.crunchyroll.com/i/spire3/931425db30c92009e04105b249e9906f1523049829_full.jpg;25;462
Anima Yell!;https://img1.ak.crunchyroll.com/i/spire1/78c95598d3ea3c1607c47ee25d5c04d71538904991_full.jpg;12;462
Hi-sCool! Seha Girls;https://img1.ak.crunchyroll.com/i/spire1/c67abd71a903f65d1610cd26959e755e1412715434_full.jpg;13;431
The Princess and the Pilot;https://img1.ak.crunchyroll.com/i/spire2/db7b52a0d83b926d4f3ebfa5c011521c1400029358_full.jpg;0;425
Crunchycast;https://img1.ak.crunchyroll.com/i/spire3/efcc21cff14aab1c61ec1c6e9b6da8991568142186_full.jpg;0;419
Z/X IGNITION;https://img1.ak.crunchyroll.com/i/spire1/4af1352dfef762a7f4ab95fd2263a83b1388891357_full.jpg;12;40
Yu-Gi-Oh! ZEXAL;https://img1.ak.crunchyroll.com/i/spire2/2da12ed5b907017b6d52d4f8670270121416000119_full.jpg;0;40
Hackadoll THE ANIMATION;https://img1.ak.crunchyroll.com/i/spire1/72eef505e5a887ed969658ddbd7fbe781443658544_full.jpg;13;388
Gundam Build Divers;https://img1.ak.crunchyroll.com/i/spire3/c45b9e6f3a7da77892cc836f694ccfed1571077423_full.jpg;39;375
Onara Goro;https://img1.ak.crunchyroll.com/i/spire4/a6bf1ab5f4e7f5c26696847e784c46341510179280_full.jpg;11;356
VIRTUALSAN - LOOKING;https://img1.ak.crunchyroll.com/i/spire3/294fd51bc99b780e6209896e3953d0a11547656234_full.jpg;12;312
Wagamama High Spec;https://img1.ak.crunchyroll.com/i/spire2/0e1f695c5f3d9629d4b6b4b2cf93729f1460330137_full.jpg;12;262
Taisho Mebiusline Chicchaisan;https://img1.ak.crunchyroll.com/i/spire4/c0c8705c5e8333f6d31e745bf8d929e91507940908_full.jpg;13;206
Outlaw Star;https://img1.ak.crunchyroll.com/i/spire1/f0c7ba741f97f78fda8e7fe316f4883d1532548260_full.jpg;0;473
Ninja Girl & Samurai Master;https://img1.ak.crunchyroll.com/i/spire3/695cf883638f4953935df60d641457bb1493158401_full.jpg;79;467
Tiger Mask W;https://img1.ak.crunchyroll.com/i/spire1/22034f45c0f40a0a1788fae815711a331475267038_full.jpg;38;467
JOKER;https://img1.ak.crunchyroll.com/i/spire3/78226a3af3a0c6cb83219f592e8f444e1459964362_full.jpg;52;44
Donyatsu;https://img1.ak.crunchyroll.com/i/spire4/8f62e2477b04c56c1d8a0bcf2eddc1ba1425084853_full.jpg;12;433
Tribe Cool Crew;https://img1.ak.crunchyroll.com/i/spire1/138123a3f2f99a62701bf79a7b2e17f41411849923_full.jpg;50;427
Kyo Kara Maoh;https://img1.ak.crunchyroll.com/i/spire2/b06a81b50b4a26a0b8caeb750c371de11558417305_full.jpg;0;42
Cardfight!! Vanguard Asia Circuit (Season 2);https://img1.ak.crunchyroll.com/i/spire2/f73fc48e2a2d66292ec3cbff43fdb6111345075318_full.jpg;0;413
AMAZING STRANGER;https://img1.ak.crunchyroll.com/i/spire4/397a5870401ef5d8ed6a7bf0e0fa804d1554507432_full.jpg;12;373
Fullmetal Alchemist: The Conqueror of Shamballa;https://img1.ak.crunchyroll.com/i/spire3/a3508283e4fe7ad3c7659b052654490e1478092816_full.jpg;1;36
Yatogame-chan Kansatsu Nikki;https://img1.ak.crunchyroll.com/i/spire2/ee684355f8eebb17e3dae6ade27934621554708530_full.jpg;23;32
Mobile Suit Gundam Seed Destiny;https://img1.ak.crunchyroll.com/i/spire4/b51c18650548c3b0da839a1b2f7e864d1529085500_full.jpg;50;30
Squishy! Black Clover;https://img1.ak.crunchyroll.com/i/spire2/46c54f7172c40ab99aa63c9200427a891580335831_full.jpg;8;28
The Eccentric Family 2;https://img1.ak.crunchyroll.com/i/spire1/d4dc90fd4a8dac736cdd95c9236353591491511177_full.jpg;12;493
Yurikuma Arashi;https://img1.ak.crunchyroll.com/i/spire1/232b78a7e4e10c28f9fcd2bb74b8b22a1420158390_full.jpg;0;471
Traveling Daru;https://img1.ak.crunchyroll.com/i/spire1/5eb2bd70dc533bf135264b94b6354f771343944850_full.jpg;0;464
Mitchiri Neko;https://img1.ak.crunchyroll.com/i/spire2/df36a4d78ce8b599d40f325e7cc7349d1514516525_full.jpg;13;443
Asteroid in Love;https://img1.ak.crunchyroll.com/i/spire2/70000feb0ad22a93e5fddaf9bd94b5a61577809020_full.jpg;12;436
Ultraman X;https://img1.ak.crunchyroll.com/i/spire3/a0e730a94fc4025e28a0a25c91b6be7c1437159955_full.jpg;24;429
Cardfight!! Vanguard Link Joker (Season 3);https://img1.ak.crunchyroll.com/i/spire2/d4238eda889fcd1781fc21c83ab805581357683081_full.jpg;0;429
The Dragon Dentist;https://img1.ak.crunchyroll.com/i/spire3/0387c0a9b146f5c28022531f01578e8a1487383801_full.jpg;2;421
Touken Ranbu - Hanamaru;https://img1.ak.crunchyroll.com/i/spire3/5ef67627d2ce3a15eb9aa365fd8319371475618063_full.jpg;24;40
Tesagure! Bukatsumono;https://img1.ak.crunchyroll.com/i/spire3/4ad64d902f920bef0d30d6d4496760b21428175588_full.jpg;36;386
Crossing Time;https://img1.ak.crunchyroll.com/i/spire4/0a87bda81e1bf231e22dbece79f5eb411523241970_full.jpg;12;386
Peeping Life TV Season 1??;https://img1.ak.crunchyroll.com/i/spire3/6262971e7e23cb4e86728545c9b172f71444046558_full.jpg;12;35
Nurse Witch KOMUGI R;https://img1.ak.crunchyroll.com/i/spire3/de3c5b50dee64c1144c977f678a208d41452039271_full.jpg;12;343
Cardfight!! Vanguard G;https://img1.ak.crunchyroll.com/i/spire4/e3dd2d16dbb79f47aede6a4ea43cf2431507655985_full.jpg;0;343
You Don't Know Gunma Yet;https://img1.ak.crunchyroll.com/i/spire1/dc592cdaffe39ce24be6f822a55479371523077379_full.jpg;12;314
OZMAFIA!!;https://img1.ak.crunchyroll.com/i/spire4/23ef786bfb7b4666c9b94c57f830a59c1467752978_full.jpg;12;30
HEYBOT!;https://img1.ak.crunchyroll.com/i/spire3/398d07a0291f250929c2d37c278e85d61474071146_full.jpg;50;286
Anime Academy;https://img1.ak.crunchyroll.com/i/spire2/28830c7c9062347c63f669a08b20ec941479245526_full.jpg;0;264
Library War;https://img1.ak.crunchyroll.com/i/spire4/a278138311c576d8575c0e0e87e760d51463183540_full.jpg;0;485
MIX;https://img1.ak.crunchyroll.com/i/spire4/2f73165571579cd8cd87aad87fea64261555613008_full.jpg;0;485
Crazy For Me;https://img1.ak.crunchyroll.com/i/spire3/d217d70ad8b4a9c6153aa221dbfb01ee1428631818_full.jpg;0;469
Space Battleship Tiramisu;https://img1.ak.crunchyroll.com/i/spire3/bcd100d7dfa2517d498d8910059533b91522646828_full.jpg;0;462
Os Cavaleiros do Zod�aco - Saga de Hades;https://img1.ak.crunchyroll.com/i/spire1/58d0209abe21f11da0fa61f13b49c04b1401840035_full.jpg;62;454
Tabimachi Lateshow;https://img1.ak.crunchyroll.com/i/spire3/9bb4bfff9c611bb365a87c4b34176dd21452118832_full.jpg;4;454
IRYU - Team Medical Dragon;https://img1.ak.crunchyroll.com/i/spire2/cd256dba81ad96ff66959305044b131c1408830317_full.jpg;0;454
Deltora Quest;https://img1.ak.crunchyroll.com/i/spire2/191f2fcf9647e189a22f88b3fc8994911448320338_full.jpg;0;446
Wooser's Hand-to-Mouth Life;https://img1.ak.crunchyroll.com/i/spire4/8ab205b921e6879107d38327a241a78c1391046932_full.jpg;24;377
Girl Friend BETA;https://img1.ak.crunchyroll.com/i/spire2/1f17c05c28b5aa27bd9a02f6a6d3dda01412914245_full.jpg;12;369
World Fool News;https://img1.ak.crunchyroll.com/i/spire2/4f788a99f291cb250e52b9da609374d01493158729_full.jpg;12;362
Love Rice;https://img1.ak.crunchyroll.com/i/spire4/5da6a1f706dfc9243ccf0bea4a62ef471507941077_full.jpg;24;346
Tenjho Tenge;https://img1.ak.crunchyroll.com/i/spire1/82811426d55fb8703b79014c6431381c1450389681_full.jpg;0;269
Kaiba;https://img1.ak.crunchyroll.com/i/spire2/f2423a0362d8b51d6ffeee5a9805ba2d1557392387_full.jpg;0;50
BONO BONO;https://img1.ak.crunchyroll.com/i/spire2/9bb411260cdb1f1aaa61833e65b87bd21534369766_full.jpg;154;492
Hikaru no Go;https://img1.ak.crunchyroll.com/i/spire2/e4e58e88a92c518dd61803f148f5dd031576204334_full.jpg;0;483
MARGINAL #4 the Animation;https://img1.ak.crunchyroll.com/i/spire4/3e476e829acba51349b6ac7f3ae379c71538080659_full.jpg;12;45
Miss Bernard said.;https://img1.ak.crunchyroll.com/i/spire3/85a0c35bab9f0775c2c30c7f970e77091475746204_full.jpg;12;442
Cinderella Nine;https://img1.ak.crunchyroll.com/i/spire2/4965b04951dbfd0e351b98ea363e32f61554598886_full.jpg;12;425
Gunbuster 2;https://img1.ak.crunchyroll.com/i/spire1/b36aeb542b05edc20c2f9c23b16c2c5c1442436804_full.jpg;0;425
Koro Sensei Quest!;https://img1.ak.crunchyroll.com/i/spire1/334f67c4ab46e80484a46e2400b2e78c1483641267_full.jpg;0;425
Nyanbo!;https://img1.ak.crunchyroll.com/i/spire1/c0e4062c697750b7a32757413989f75b1474913023_full.jpg;26;408
Null & Peta;https://img1.ak.crunchyroll.com/i/spire3/212f23abd84789d53c987a004a06803b1570171168_full.jpg;12;392
Ceres, Celestial Legend;https://img1.ak.crunchyroll.com/i/spire1/501f7297da90e3cfae79b092bb900bf31440803404_full.jpg;0;383
Sorcery in the Big City;https://img1.ak.crunchyroll.com/i/spire2/33323d54b18748b5b792e686825089861512004169_full.jpg;1;375
DREAM FESTIVAL!;https://img1.ak.crunchyroll.com/i/spire1/865b418af3b2d674b614fcac258e1e111507071133_full.jpg;24;367
Tantei Team KZ Jiken Note;https://img1.ak.crunchyroll.com/i/spire4/98528102f887e665b8b88892cf635ff01444172299_full.jpg;16;367
Butlers X Battlers;https://img1.ak.crunchyroll.com/i/spire1/f7510d2e62fddf8d0705b5960cbe53511523422491_full.jpg;12;325
This Boy Suffers from Crystallization;https://img1.ak.crunchyroll.com/i/spire2/3cd537e2f436024b14dc920cf38822a71468358093_full.jpg;0;317
Milpom;https://img1.ak.crunchyroll.com/i/spire4/b8e1ba30781a55fe5fe4ea52bfa98c9b1529085652_full.jpg;6;267
Urawa no Usagi-chan;https://img1.ak.crunchyroll.com/i/spire4/e48952743146d7a28c427717decb57161428521407_full.jpg;12;258
BAKUMATSU;https://img1.ak.crunchyroll.com/i/spire3/3c1de9ef7345de025c51ba20cfee30341542241298_full.jpg;24;233
Dr. Coto's Clinic;https://img1.ak.crunchyroll.com/i/spire2/5f455a54d4eeed2d6b38fdce978495e91433192043_full.jpg;0;50
Detective vs Detectives;https://img1.ak.crunchyroll.com/i/spire1/c4487de9413914e08bf08c8016e89dee1437090431_full.jpg;0;50
Samurai Troopers;https://img1.ak.crunchyroll.com/i/spire1/fd96acbcfeee61b1d14c46137889f7181482374034_full.jpg;0;491
Gundam Build Fighters;https://img1.ak.crunchyroll.com/i/spire2/47362ca7ea9b03c780103068bb30864b1490213743_full.jpg;50;491
Cromartie High School;https://img1.ak.crunchyroll.com/i/spire1/567d9d5078422e91c1c2e0eb1bec28dd1499982805_full.jpg;0;473
Oda Cinnamon Nobunaga;https://img1.ak.crunchyroll.com/i/spire3/55ba27bee6e6e81cc5165c7f99a5858e1578587860_full.jpg;11;464
Mobile Fighter G Gundam;https://img1.ak.crunchyroll.com/i/spire4/9603d1d63886a4446e86860e0a304b271489008660_full.jpg;49;445
Magia Record: Puella Magi Madoka Magica Side Story;https://img1.ak.crunchyroll.com/i/spire2/82643347ae12c3c80c8bec22fc5ce0511578705556_full.jpg;10;445
Starmyu;https://img1.ak.crunchyroll.com/i/spire3/dd98d8806b2de8ec89f75f21f65863ed1491256671_full.jpg;24;436
ROOM CAMP;https://img1.ak.crunchyroll.com/i/spire4/2744897b39bed49f06fce0ccddd76ab61577931713_full.jpg;11;427
Akagi (Drama);https://img1.ak.crunchyroll.com/i/spire4/c4a8a1fa13cfa6de257b624a40e248421437188761_full.jpg;10;427
KING OF PRISM -Shiny Seven Stars-;https://img1.ak.crunchyroll.com/i/spire3/64f33fa4db13a8bd798f87ea90bc187e1555304044_full.jpg;12;418
Robot Girls Z;https://img1.ak.crunchyroll.com/i/spire3/337c0c4ddbc360b2dd4edc3b826189af1432160529_full.jpg;9;418
Piacevole;https://img1.ak.crunchyroll.com/i/spire4/5e6137d212f3f7c80b51ecdfc480c6741484082868_full.jpg;12;409
Our Home's Fox Deity;https://img1.ak.crunchyroll.com/i/spire1/0651678557dda311d257711108f4011d1359753911_full.jpg;0;409
ClassicaLoid;https://img1.ak.crunchyroll.com/i/spire4/c269554bf4323fe75285e795c57e060a1475826088_full.jpg;25;391
Magical Somera-chan;https://img1.ak.crunchyroll.com/i/spire3/b866c2c6b15f76040b4685f3d03c4e971534192775_full.jpg;12;373
NINJA SLAYER FROM ANIMATION;https://img1.ak.crunchyroll.com/i/spire4/81bc8bda2e589889a7764bccc3de98ea1429152945_full.jpg;0;364
DEMIAN;https://img1.ak.crunchyroll.com/i/spire1/beb038207ac4d92814fce129e66f30431347493971_full.jpg;0;355
PES: Peace Eco Smile;https://img1.ak.crunchyroll.com/i/spire2/b042f50ea0f0fc79ba8595a2bff6137b1341252556_full.jpg;0;30
TWOCAR;https://img1.ak.crunchyroll.com/i/spire1/90d16f1748906289cb4ff6b72565f2731507942341_full.jpg;12;255
Wonder Momo;https://img1.ak.crunchyroll.com/i/spire3/afc892b4d9467953e5ed6318342908eb1391496006_full.jpg;5;227
Call to Cosplay;https://img1.ak.crunchyroll.com/i/spire1/85be42bff563308a8ace9c4ba04e33391424998316_full.jpg;0;20
A Talk on Titan;https://img1.ak.crunchyroll.com/i/spire2/e28548008241fd45210c9f91aca9ff9a1533331723_full.jpg;0;164
We Rent Tsukumogami;https://img1.ak.crunchyroll.com/i/spire4/8ea28471581ba584ff58478289ab7da41532130537_full.jpg;12;50
Why Did You Come to Japan?;https://img1.ak.crunchyroll.com/i/spire2/3b165f987db6707344d46f17e1ee4f6b1545453213_full.jpg;0;50
Flame of Recca;https://img1.ak.crunchyroll.com/i/spire1/5f5c21cf320f33d1f3b744d5fedf9fe01454970355_full.jpg;0;50
Book Girl;https://img1.ak.crunchyroll.com/i/spire4/b82dd5e91eab13e4e84b0e4f29a7f0f31401836783_full.jpg;1;49
Hard To Say I Love You;https://img1.ak.crunchyroll.com/i/spire2/88bd3d7c2bc1772957ed42832320e4c41414107803_full.jpg;0;47
Princess Nine;https://img1.ak.crunchyroll.com/i/spire3/01841c72255e626d806229593deab6c11451346445_full.jpg;0;46
Bludgeoning Angel Dokuro-chan;https://img1.ak.crunchyroll.com/i/spire1/521e75fbff85f531097ea32ee0f792e31558455005_full.jpg;0;46
Full Metal Panic? Fumoffu;https://img1.ak.crunchyroll.com/i/spire2/6767d172823d0b2508feef97da066f561508463937_full.jpg;0;46
Jin Roh;https://img1.ak.crunchyroll.com/i/spire2/314ddfd64d713ccd66a72f74543c65d81448937298_full.jpg;0;45
Hina Logic - from Luck & Logic;https://img1.ak.crunchyroll.com/i/spire3/7be2331224b533070ad5afb5e89c2d521498254688_full.jpg;12;43
Da Capo III;https://img1.ak.crunchyroll.com/i/spire3/36977e781ac4b09317621b8b4984b6431357336262_full.jpg;13;43
DRAGON COLLECTION;https://img1.ak.crunchyroll.com/i/spire3/715cacb6ef95464af34eb52be8ea28f31396811596_full.jpg;0;40
ANISAVA;https://img1.ak.crunchyroll.com/i/spire2/a134a3fc3acdcc487ae6c2770fd715861410310763_full.jpg;0;40
Minami Kamakura High School Girls Cycling Club;https://img1.ak.crunchyroll.com/i/spire4/642b043fc0e0fecd7f301ce0725bc0971483178985_full.jpg;13;40
Ebiten;https://img1.ak.crunchyroll.com/i/spire3/daad9a54c269658d9641b833b675b40c1350075089_full.jpg;0;36
Zombie Loan;https://img1.ak.crunchyroll.com/i/spire1/0850beb0468aa5fd1eb3d857a0c757641450749335_full.jpg;0;35
A Taste of Honey;https://img1.ak.crunchyroll.com/i/spire1/e5c9c94582aa5e7da1f8b2eb280831601417459216_full.jpg;0;33
Inuyasha;https://img1.ak.crunchyroll.com/i/spire2/0a111c02b8ec030ff6ae9943782484601576043538_full.jpg;0;50
Samurai Pizza Cats;https://img1.ak.crunchyroll.com/i/spire4/11a76bac0946064a5aaf97942381bf2a1450988950_full.jpg;0;489
Wild Mom;https://img1.ak.crunchyroll.com/i/spire3/b3c19dbbcd5422bbcbe1d24c9a4bb6df1433194570_full.jpg;0;489
Galileo;https://img1.ak.crunchyroll.com/i/spire2/35cd48cd72c817a7b6d386adebde42ed1406838029_full.jpg;0;478
Digimon Universe App Monsters;https://img1.ak.crunchyroll.com/i/spire2/ba814f4d03f4889fc80818119b116b211570840201_full.jpg;52;467
Always the Two of Us;https://img1.ak.crunchyroll.com/i/spire1/cab98bf8719773801529793175fa02a51417459198_full.jpg;0;444
Looking Up at the Half-Moon;https://img1.ak.crunchyroll.com/i/spire1/c0e6bae5712199314801ffa78302823c1474405872_full.jpg;0;444
Ordinary Miracles;https://img1.ak.crunchyroll.com/i/spire2/779474fd9fc0cf1d59797fc3a68a36741427227717_full.jpg;0;433
Shonen Ashibe GO! GO! Goma-chan;https://img1.ak.crunchyroll.com/i/spire4/c0763707da2f4aeae8ce78642a6248bd1532553588_full.jpg;120;433
Chrono Crusade;https://img1.ak.crunchyroll.com/i/spire3/d2ee96cf6cb36b452343bedcc216a8621529098728_full.jpg;0;422
Shamanic Princess;https://img1.ak.crunchyroll.com/i/spire3/8f08b696dab5067e71ef1e3948fb58631382124974_full.jpg;0;367
Dimension High School;https://img1.ak.crunchyroll.com/i/spire2/71eeb4b45b0ad12b409162322d4291771548973453_full.jpg;12;333
Million Arthur;https://img1.ak.crunchyroll.com/i/spire3/81b58cbd75f2d2501f1f8af0202bacaf1555594918_full.jpg;0;30
Ikemen Sengoku: Bromances Across Time;https://img1.ak.crunchyroll.com/i/spire4/f0b2bc2e56d907f52c15e7ac5ead7c551499857083_full.jpg;12;50
Gakuen Alice;https://img1.ak.crunchyroll.com/i/spire3/6930616e551edeb6b2e5ed84f393ec401487113107_full.jpg;0;50
